,date,change_perc1,change_perc2,open,high,low,close,avg,volume_match,volume_reconcile,adjust,change_perc,value_match,value_reconcile
12,10/04/2014,,,10.70,10.70,10.50,10.50,,4820,0,5.32,0.00 (0.00 %),51513000,0
13,08/04/2014,,,10.50,10.50,10.50,10.50,,10,0,5.32,0.20 (1.94 %),105000,0
14,07/04/2014,,,10.40,10.60,10.20,10.30,,27400,0,5.22,0.10 (0.98 %),280148000,0
15,04/04/2014,,,10.40,10.50,10.20,10.20,,3510,0,5.17,-0.30 (-2.86 %),36145000,0
16,03/04/2014,,,10.60,10.60,10.30,10.50,,80,0,5.32,0.20 (1.94 %),843000,0
17,02/04/2014,,,10.60,10.80,10.30,10.30,,16460,0,5.22,-0.10 (-0.96 %),170972000,0
18,01/04/2014,,,10.50,10.90,10.40,10.40,,3670,0,5.27,-0.40 (-3.70 %),38520000,0
19,31/03/2014,,,10.80,11.20,10.80,10.80,,76270,0,5.47,0.10 (0.93 %),830052000,0
20,28/03/2014,,,10.70,10.70,10.50,10.70,,30970,0,5.42,-0.10 (-0.93 %),325958000,0
21,27/03/2014,,,10.80,10.80,10.50,10.80,,27090,0,5.47,0.00 (0.00 %),288417000,0
2,26/03/2014,,,10.70,11.20,10.70,10.80,,199200,0,5.47,0.10 (0.93 %),2175619000,0
3,25/03/2014,,,10.80,10.90,10.10,10.70,,206650,0,5.42,-0.10 (-0.93 %),2134571000,0
4,24/03/2014,,,10.60,10.90,10.60,10.80,,20800,0,5.47,-0.10 (-0.92 %),223446000,0
5,21/03/2014,,,11.00,11.00,10.50,10.90,,6500,0,5.52,0.10 (0.93 %),69761000,0
6,20/03/2014,,,10.30,11.20,10.20,10.80,,38770,0,5.47,0.30 (2.86 %),420387000,0
7,19/03/2014,,,10.80,10.80,10.30,10.50,,60690,0,5.32,-0.10 (-0.94 %),632382000,0
8,18/03/2014,,,11.00,11.40,10.80,11.40,,88930,0,5.37,0.40 (3.64 %),980567000,0
9,17/03/2014,,,11.40,11.40,10.90,11.00,,48200,0,5.18,-0.40 (-3.51 %),529055000,0
10,14/03/2014,,,10.60,11.40,10.60,11.40,,139570,0,5.37,0.70 (6.54 %),1563044000,0
11,13/03/2014,,,10.70,10.90,10.50,10.70,,39230,0,5.04,0.10 (0.94 %),413850000,0
12,12/03/2014,,,10.40,10.70,10.40,10.60,,42080,0,4.99,0.10 (0.95 %),444200000,0
13,11/03/2014,,,10.50,10.60,10.40,10.50,,74900,0,4.95,0.10 (0.96 %),783426000,0
14,10/03/2014,,,9.80,10.50,9.80,10.40,,59140,0,4.90,0.30 (2.97 %),603186000,0
15,07/03/2014,,,10.20,10.20,9.70,10.10,,21290,0,4.76,-0.10 (-0.98 %),210827000,0
16,06/03/2014,,,9.80,10.20,9.80,10.20,,5930,0,4.80,0.40 (4.08 %),58792000,0
17,05/03/2014,,,10.20,10.30,9.50,9.80,,258680,0,4.62,-0.40 (-3.92 %),2489376000,0
18,04/03/2014,,,10.20,10.20,9.50,10.20,,15150,0,4.80,0.20 (2.00 %),148309000,0
19,03/03/2014,,,10.70,10.70,10.00,10.00,,138030,0,4.71,-0.70 (-6.54 %),1385498000,0
20,28/02/2014,,,10.90,10.90,10.70,10.70,,6560,0,5.04,-0.10 (-0.93 %),70194000,0
21,27/02/2014,,,11.30,11.30,10.40,10.80,,27150,0,5.09,-0.20 (-1.82 %),286589000,0
2,26/02/2014,,,10.30,11.00,10.00,11.00,,172930,0,5.18,0.70 (6.80 %),1738507000,0
3,25/02/2014,,,10.80,11.00,10.30,10.30,,97340,0,4.85,-0.70 (-6.36 %),1013213000,0
4,24/02/2014,,,10.70,11.60,10.40,11.00,,32850,0,5.18,0.00 (0.00 %),355769000,0
5,21/02/2014,,,10.70,11.00,10.70,11.00,,23510,0,5.18,0.40 (3.77 %),251932000,0
6,20/02/2014,,,10.60,11.00,10.60,10.60,,11900,0,4.99,-0.20 (-1.85 %),129485000,0
7,19/02/2014,,,10.00,10.80,10.00,10.80,,100270,0,5.09,0.70 (6.93 %),1059291000,0
8,18/02/2014,,,10.00,10.30,9.50,10.10,,31870,0,4.76,-0.10 (-0.98 %),322869000,0
9,17/02/2014,,,10.20,10.30,10.10,10.20,,14090,0,4.80,-0.10 (-0.97 %),144142000,0
10,14/02/2014,,,10.20,10.40,10.20,10.30,,7470,0,4.85,0.50 (5.10 %),77241000,0
11,13/02/2014,,,10.10,10.80,9.80,9.80,,63050,0,4.62,-0.60 (-5.77 %),632511000,0
12,12/02/2014,,,10.00,10.40,10.00,10.40,,16130,0,4.90,0.00 (0.00 %),163704000,0
13,11/02/2014,,,10.50,10.50,9.90,10.40,,44310,0,4.90,-0.10 (-0.95 %),443143000,0
14,10/02/2014,,,10.50,10.50,9.80,10.50,,43130,0,4.95,0.30 (2.94 %),437726000,0
15,07/02/2014,,,10.10,10.30,10.10,10.20,,29590,0,4.80,0.50 (5.15 %),302708000,0
16,06/02/2014,,,9.70,10.10,9.50,9.70,,4310,0,4.57,0.20 (2.11 %),42902000,0
17,27/01/2014,,,10.00,10.20,9.50,9.50,,5210,0,4.47,-0.40 (-4.04 %),52271000,0
18,24/01/2014,,,9.70,9.90,9.30,9.90,,47670,0,4.66,0.50 (5.32 %),453868000,0
19,23/01/2014,,,9.50,9.90,9.40,9.40,,23060,0,4.43,-0.60 (-6.00 %),226940000,0
20,22/01/2014,,,10.00,10.00,10.00,10.00,,10000,0,4.71,0.00 (0.00 %),100000000,0
21,21/01/2014,,,9.50,10.00,9.50,10.00,,14400,0,4.71,0.40 (4.17 %),143950000,0
2,20/01/2014,,,9.80,9.80,9.60,9.60,,6740,0,4.52,-0.10 (-1.03 %),65897000,0
3,17/01/2014,,,9.90,9.90,9.40,9.70,,2980,0,4.57,0.40 (4.30 %),28020000,0
4,16/01/2014,,,9.90,9.90,9.30,9.30,,3000,0,4.38,-0.70 (-7.00 %),29300000,0
5,15/01/2014,,,10.00,10.00,10.00,10.00,,300,0,4.71,0.50 (5.26 %),3000000,0
6,14/01/2014,,,9.50,9.80,9.50,9.50,,14750,0,4.47,0.30 (3.26 %),143213000,0
7,13/01/2014,,,9.40,9.40,9.00,9.20,,6830,0,4.33,-0.20 (-2.13 %),62476000,0
8,10/01/2014,,,9.20,9.80,9.20,9.40,,9320,0,4.43,-0.20 (-2.08 %),90590000,0
9,09/01/2014,,,9.10,10.00,9.10,9.60,,5060,0,4.52,0.00 (0.00 %),46080000,0
10,08/01/2014,,,9.60,9.60,9.60,9.60,,2670,0,4.52,0.60 (6.67 %),25632000,0
11,07/01/2014,,,9.40,9.40,9.00,9.00,,470,0,4.24,0.20 (2.27 %),4350000,0
12,06/01/2014,,,8.90,9.30,8.80,8.80,,150450,0,4.14,0.10 (1.15 %),1399036000,0
13,03/01/2014,,,8.70,8.70,8.70,8.70,,80,0,4.10,-0.60 (-6.45 %),696000,0
14,02/01/2014,,,9.30,9.60,9.30,9.30,,21550,0,4.38,-0.60 (-6.06 %),200742000,0
15,31/12/2013,,,9.30,10.00,9.30,9.90,,7900,0,4.66,-0.10 (-1.00 %),77069000,0
16,30/12/2013,,,9.30,10.00,9.30,10.00,,19600,0,4.71,0.20 (2.04 %),194472000,0
17,27/12/2013,,,9.80,9.80,9.80,9.80,,7960,0,4.62,0.00 (0.00 %),78008000,0
18,26/12/2013,,,9.80,9.80,9.80,9.80,,1470,0,4.62,0.00 (0.00 %),14406000,0
19,25/12/2013,,,9.30,10.00,9.30,9.80,,1450,0,4.62,0.00 (0.00 %),13995000,0
20,24/12/2013,,,9.20,9.80,9.20,9.80,,3720,0,4.62,0.60 (6.52 %),34696000,0
21,23/12/2013,,,9.50,9.90,9.20,9.20,,3480,0,4.33,-0.10 (-1.08 %),33210000,0
2,20/12/2013,,,9.10,9.30,9.00,9.30,,88280,0,4.38,0.60 (6.90 %),816950000,0
3,19/12/2013,,,9.10,9.10,8.60,8.70,,1760,0,4.10,0.10 (1.16 %),15302000,0
4,18/12/2013,,,8.60,8.90,8.60,8.60,,5010,0,4.05,0.20 (2.38 %),44115000,0
5,17/12/2013,,,8.60,8.60,8.40,8.40,,710,0,3.96,-0.40 (-4.55 %),6104000,0
6,16/12/2013,,,8.80,8.80,8.80,8.80,,1000,0,4.14,-0.20 (-2.22 %),8800000,0
7,13/12/2013,,,8.80,9.00,8.80,9.00,,16230,0,4.24,0.20 (2.27 %),143956000,0
8,12/12/2013,,,8.60,8.80,8.60,8.80,,2240,0,4.14,0.40 (4.76 %),19484000,0
9,11/12/2013,,,8.70,8.80,8.40,8.40,,30010,0,3.96,-0.20 (-2.33 %),264034000,0
10,10/12/2013,,,8.60,8.70,8.60,8.60,,5230,0,4.05,0.00 (0.00 %),45278000,0
11,09/12/2013,,,8.80,8.80,8.60,8.60,,4950,0,4.05,-0.10 (-1.15 %),43258000,0
12,06/12/2013,,,8.80,9.00,8.70,8.70,,5930,0,4.10,0.00 (0.00 %),52783000,0
13,05/12/2013,,,8.60,8.70,8.60,8.70,,6650,0,4.10,0.10 (1.16 %),57654000,0
14,04/12/2013,,,8.60,8.60,8.60,8.60,,3620,0,4.05,0.00 (0.00 %),31132000,0
15,03/12/2013,,,8.50,8.60,8.50,8.60,,1460,0,4.05,0.10 (1.18 %),12456000,0
16,02/12/2013,,,8.60,8.60,8.50,8.50,,2010,0,4.00,0.00 (0.00 %),17285000,0
17,29/11/2013,,,8.50,8.50,8.50,8.50,,10,0,4.00,0.00 (0.00 %),85000,0
18,28/11/2013,,,8.50,8.70,8.50,8.50,,7040,0,4.00,0.10 (1.19 %),60460000,0
19,27/11/2013,,,8.40,8.40,8.40,8.40,,1000,0,3.96,0.00 (0.00 %),8400000,0
20,26/11/2013,,,8.40,8.40,8.40,8.40,,0,0,3.96,0.00 (0.00 %),0,0
21,25/11/2013,,,8.40,8.40,8.40,8.40,,90,0,3.96,0.20 (2.44 %),756000,0
2,22/11/2013,,,8.70,9.00,8.20,8.20,,12040,0,3.86,-0.30 (-3.53 %),106863000,0
3,21/11/2013,,,8.40,8.50,8.40,8.50,,7000,0,4.00,0.10 (1.19 %),59000000,0
4,20/11/2013,,,8.40,8.40,8.40,8.40,,2000,0,3.96,0.00 (0.00 %),16800000,0
5,19/11/2013,,,8.40,8.40,8.40,8.40,,0,0,3.96,0.00 (0.00 %),0,0
6,18/11/2013,,,8.40,8.40,8.40,8.40,,14400,0,3.96,0.30 (3.70 %),120960000,0
7,15/11/2013,,,8.10,8.10,8.10,8.10,,0,0,3.82,0.00 (0.00 %),0,0
8,14/11/2013,,,8.10,8.10,8.10,8.10,,90,0,3.82,-0.30 (-3.57 %),729000,0
9,13/11/2013,,,8.40,8.40,8.40,8.40,,8100,0,3.96,-0.40 (-4.55 %),68040000,0
10,12/11/2013,,,8.80,8.80,8.80,8.80,,1500,0,4.14,0.30 (3.53 %),13200000,0
11,11/11/2013,,,8.40,8.50,8.40,8.50,,11500,0,4.00,0.10 (1.19 %),97700000,0
12,08/11/2013,,,8.20,8.40,8.20,8.40,,1870,0,3.96,0.30 (3.70 %),15638000,0
13,07/11/2013,,,8.00,8.40,8.00,8.10,,9030,0,3.82,-0.10 (-1.22 %),75845000,0
14,06/11/2013,,,8.00,8.40,8.00,8.20,,4870,0,3.86,0.20 (2.50 %),40371000,0
15,05/11/2013,,,8.40,8.40,8.00,8.00,,21750,0,3.77,0.00 (0.00 %),182696000,0
16,04/11/2013,,,8.00,8.00,8.00,8.00,,0,0,3.77,0.00 (0.00 %),0,0
17,01/11/2013,,,8.00,8.00,8.00,8.00,,3000,0,3.77,-0.30 (-3.61 %),24000000,0
18,31/10/2013,,,8.30,8.30,8.30,8.30,,0,0,3.91,0.00 (0.00 %),0,0
19,30/10/2013,,,8.30,8.40,8.30,8.30,,3290,0,3.91,-0.30 (-3.49 %),27440000,0
20,29/10/2013,,,8.50,8.60,8.50,8.60,,3000,0,4.05,0.50 (6.17 %),25720000,0
21,28/10/2013,,,8.20,8.20,8.10,8.10,,790,0,3.82,-0.10 (-1.22 %),6449000,0
2,25/10/2013,,,8.00,8.20,8.00,8.20,,5760,0,3.86,-0.10 (-1.20 %),46082000,0
3,24/10/2013,,,8.30,8.30,8.30,8.30,,0,0,3.91,0.00 (0.00 %),0,0
4,23/10/2013,,,8.20,8.30,8.20,8.30,,7220,0,3.91,0.10 (1.22 %),59205000,0
5,22/10/2013,,,8.00,8.20,8.00,8.20,,5800,0,3.86,-0.20 (-2.38 %),46402000,0
6,21/10/2013,,,8.20,8.40,8.00,8.40,,12820,0,3.96,0.00 (0.00 %),107092000,0
7,18/10/2013,,,8.40,8.40,8.40,8.40,,10,0,3.96,0.30 (3.70 %),84000,0
8,17/10/2013,,,8.00,8.10,8.00,8.10,,2010,0,3.82,0.00 (0.00 %),16081000,0
9,16/10/2013,,,8.00,8.10,8.00,8.10,,11010,0,3.82,0.10 (1.25 %),88081000,0
10,15/10/2013,,,8.00,8.00,8.00,8.00,,0,0,3.77,0.00 (0.00 %),0,0
11,14/10/2013,,,8.00,8.00,8.00,8.00,,2200,0,3.77,0.10 (1.27 %),17600000,0
12,11/10/2013,,,7.90,7.90,7.90,7.90,,0,0,3.72,0.00 (0.00 %),0,0
13,10/10/2013,,,8.00,8.00,7.90,7.90,,2580,0,3.72,-0.20 (-2.47 %),20531000,0
14,09/10/2013,,,8.10,8.10,8.10,8.10,,0,0,3.82,0.00 (0.00 %),0,0
15,08/10/2013,,,8.00,8.10,8.00,8.10,,10020,0,3.82,0.10 (1.25 %),81037000,0
16,07/10/2013,,,8.00,8.00,8.00,8.00,,0,0,3.77,0.00 (0.00 %),0,0
17,04/10/2013,,,8.00,8.00,8.00,8.00,,19710,0,3.77,0.00 (0.00 %),157680000,0
18,03/10/2013,,,8.00,8.00,8.00,8.00,,0,0,3.77,0.00 (0.00 %),0,0
19,02/10/2013,,,8.00,8.00,8.00,8.00,,1000,0,3.77,0.20 (2.56 %),8000000,0
20,01/10/2013,,,7.80,7.80,7.80,7.80,,1000,0,3.67,-0.20 (-2.50 %),7800000,0
21,30/09/2013,,,8.00,8.00,8.00,8.00,,3100,0,3.77,-0.10 (-1.23 %),24800000,0
2,27/09/2013,,,8.10,8.10,8.10,8.10,,0,0,3.82,0.00 (0.00 %),0,0
3,26/09/2013,,,8.10,8.10,8.10,8.10,,1500,0,3.82,0.10 (1.25 %),12150000,0
4,25/09/2013,,,8.00,8.00,8.00,8.00,,0,0,3.77,0.00 (0.00 %),0,0
5,24/09/2013,,,8.00,8.00,8.00,8.00,,2360,0,3.77,0.20 (2.56 %),18880000,0
6,23/09/2013,,,7.80,7.80,7.80,7.80,,10,0,3.67,-0.20 (-2.50 %),78000,0
7,20/09/2013,,,7.80,8.00,7.80,8.00,,3700,0,3.77,-0.10 (-1.23 %),29060000,0
8,19/09/2013,,,8.10,8.10,8.10,8.10,,0,0,3.82,0.00 (0.00 %),0,0
9,18/09/2013,,,8.10,8.10,8.10,8.10,,1500,0,3.82,0.10 (1.25 %),12150000,0
10,17/09/2013,,,8.00,8.00,8.00,8.00,,3000,0,3.77,0.00 (0.00 %),24000000,0
11,16/09/2013,,,8.20,8.20,8.00,8.00,,7250,0,3.77,0.00 (0.00 %),58300000,0
12,13/09/2013,,,8.00,8.00,8.00,8.00,,0,0,3.77,0.00 (0.00 %),0,0
13,12/09/2013,,,8.00,8.00,8.00,8.00,,1080,0,3.77,0.00 (0.00 %),8640000,0
14,11/09/2013,,,7.60,8.00,7.60,8.00,,3280,0,3.77,0.00 (0.00 %),26204000,0
15,10/09/2013,,,8.00,8.00,8.00,8.00,,0,0,3.77,0.00 (0.00 %),0,0
16,09/09/2013,,,8.00,8.00,8.00,8.00,,20020,0,3.77,0.00 (0.00 %),160160000,0
17,06/09/2013,,,8.00,8.00,8.00,8.00,,2480,0,3.77,0.00 (0.00 %),19840000,0
18,05/09/2013,,,8.00,8.00,8.00,8.00,,7000,0,3.77,0.00 (0.00 %),56000000,0
19,04/09/2013,,,8.00,8.00,8.00,8.00,,0,0,3.77,0.00 (0.00 %),0,0
20,03/09/2013,,,8.00,8.00,8.00,8.00,,0,0,3.77,0.00 (0.00 %),0,0
21,30/08/2013,,,8.00,8.00,8.00,8.00,,11500,0,3.77,0.00 (0.00 %),92000000,0
2,29/08/2013,,,8.30,8.30,8.00,8.00,,38220,0,3.77,0.00 (0.00 %),309560000,0
3,28/08/2013,,,8.10,8.10,8.00,8.00,,19600,0,3.77,0.00 (0.00 %),156850000,0
4,27/08/2013,,,8.00,8.10,8.00,8.00,,13490,0,3.77,-0.40 (-4.76 %),107922000,0
5,26/08/2013,,,8.10,8.40,8.00,8.40,,18440,0,3.96,0.30 (3.70 %),148587000,0
6,23/08/2013,,,8.00,8.10,7.90,8.10,,130,0,3.82,0.30 (3.85 %),1039000,0
7,22/08/2013,,,7.80,7.80,7.80,7.80,,1350,0,3.67,-0.20 (-2.50 %),10530000,0
8,21/08/2013,,,8.00,8.00,8.00,8.00,,10,0,3.77,0.00 (0.00 %),80000,0
9,20/08/2013,,,8.00,8.00,8.00,8.00,,5000,0,3.77,0.00 (0.00 %),40000000,0
10,19/08/2013,,,8.00,8.00,8.00,8.00,,0,0,3.77,0.00 (0.00 %),0,0
11,16/08/2013,,,8.00,8.00,8.00,8.00,,10590,0,3.77,0.10 (1.27 %),84720000,0
12,15/08/2013,,,7.90,7.90,7.90,7.90,,0,0,3.72,0.00 (0.00 %),0,0
13,14/08/2013,,,7.80,7.90,7.80,7.90,,50,0,3.72,-0.10 (-1.25 %),392000,0
14,13/08/2013,,,8.00,8.00,8.00,8.00,,200,0,3.77,0.40 (5.26 %),1600000,0
15,12/08/2013,,,7.60,7.60,7.60,7.60,,0,0,3.58,0.00 (0.00 %),0,0
16,09/08/2013,,,7.60,7.60,7.60,7.60,,0,0,3.58,0.00 (0.00 %),0,0
17,08/08/2013,,,7.60,7.60,7.60,7.60,,1000,0,3.58,0.00 (0.00 %),7600000,0
18,07/08/2013,,,7.60,7.60,7.60,7.60,,0,0,3.58,0.00 (0.00 %),0,0
19,06/08/2013,,,7.60,7.60,7.60,7.60,,10,0,3.58,0.10 (1.33 %),76000,0
20,05/08/2013,,,7.50,7.50,7.50,7.50,,0,0,3.53,0.00 (0.00 %),0,0
21,02/08/2013,,,7.50,7.50,7.50,7.50,,10,0,3.53,-0.50 (-6.25 %),75000,0
2,01/08/2013,,,8.00,8.00,8.00,8.00,,10,0,3.77,0.40 (5.26 %),80000,0
3,31/07/2013,,,7.60,7.60,7.60,7.60,,2580,0,3.58,0.00 (0.00 %),19608000,0
4,30/07/2013,,,7.60,7.60,7.60,7.60,,500,0,3.58,-0.20 (-2.56 %),3800000,0
5,29/07/2013,,,7.80,7.80,7.80,7.80,,5240,0,3.67,-0.10 (-1.27 %),40872000,0
6,26/07/2013,,,7.90,7.90,7.90,7.90,,0,0,3.72,0.00 (0.00 %),0,0
7,25/07/2013,,,7.90,7.90,7.90,7.90,,400,0,3.72,-0.10 (-1.25 %),3160000,0
8,24/07/2013,,,7.90,8.00,7.90,8.00,,20080,0,3.77,0.10 (1.27 %),158640000,0
9,23/07/2013,,,7.90,7.90,7.90,7.90,,15100,0,3.72,-0.10 (-1.25 %),119290000,0
10,22/07/2013,,,8.00,8.00,8.00,8.00,,2880,0,3.77,0.00 (0.00 %),23040000,0
11,19/07/2013,,,8.00,8.00,8.00,8.00,,710,0,3.77,0.00 (0.00 %),5680000,0
12,18/07/2013,,,8.00,8.00,8.00,8.00,,3310,0,3.77,-0.10 (-1.23 %),26480000,0
13,17/07/2013,,,8.10,8.10,8.10,8.10,,10000,0,3.82,0.00 (0.00 %),81000000,0
14,16/07/2013,,,8.10,8.10,8.10,8.10,,20,0,3.82,0.10 (1.25 %),162000,0
15,15/07/2013,,,8.00,8.00,8.00,8.00,,8000,0,3.77,0.10 (1.27 %),64000000,0
16,12/07/2013,,,8.00,8.00,7.90,7.90,,44450,0,3.72,0.00 (0.00 %),351206000,0
17,11/07/2013,,,7.90,7.90,7.90,7.90,,4030,0,3.72,-0.10 (-1.25 %),31837000,0
18,10/07/2013,,,8.00,8.00,8.00,8.00,,500,0,3.77,0.00 (0.00 %),4000000,0
19,09/07/2013,,,8.00,8.00,8.00,8.00,,2000,0,3.77,-0.10 (-1.23 %),16000000,0
20,08/07/2013,,,7.90,8.10,7.90,8.10,,7840,0,3.82,0.20 (2.53 %),61942000,0
21,05/07/2013,,,7.90,7.90,7.90,7.90,,18880,0,3.72,-0.10 (-1.25 %),149152000,0
2,04/07/2013,,,8.00,8.00,8.00,8.00,,0,0,3.77,0.00 (0.00 %),0,0
3,03/07/2013,,,8.00,8.00,8.00,8.00,,0,0,3.77,0.00 (0.00 %),0,0
4,02/07/2013,,,7.90,8.00,7.90,8.00,,38510,0,3.77,0.00 (0.00 %),304430000,0
5,01/07/2013,,,7.90,8.00,7.90,8.00,,1200,0,3.77,0.00 (0.00 %),9579000,0
6,28/06/2013,,,8.10,8.10,7.90,8.00,,5050,0,3.77,0.10 (1.27 %),40477000,0
7,27/06/2013,,,7.90,7.90,7.90,7.90,,7820,0,3.72,0.00 (0.00 %),61778000,0
8,26/06/2013,,,8.00,8.00,7.90,7.90,,5500,0,3.72,0.00 (0.00 %),43520000,0
9,25/06/2013,,,8.00,8.10,7.90,7.90,,22420,0,3.72,-0.10 (-1.25 %),180257000,0
10,24/06/2013,,,8.00,8.00,8.00,8.00,,4160,0,3.77,0.00 (0.00 %),33280000,0
11,21/06/2013,,,8.00,8.00,8.00,8.00,,4900,0,3.77,0.00 (0.00 %),39200000,0
12,20/06/2013,,,8.00,8.00,8.00,8.00,,160,0,3.77,-0.20 (-2.44 %),1280000,0
13,19/06/2013,,,8.10,8.20,8.10,8.20,,10010,0,3.86,0.20 (2.50 %),81082000,0
14,18/06/2013,,,8.00,8.00,8.00,8.00,,10010,0,3.77,0.10 (1.27 %),80080000,0
15,17/06/2013,,,8.00,8.00,7.90,7.90,,21210,0,3.72,-0.10 (-1.25 %),167759000,0
16,14/06/2013,,,8.00,8.00,8.00,8.00,,1500,0,3.77,0.00 (0.00 %),12000000,0
17,13/06/2013,,,8.00,8.00,8.00,8.00,,10000,0,3.77,0.00 (0.00 %),80000000,0
18,12/06/2013,,,8.00,8.00,8.00,8.00,,10010,0,3.77,0.00 (0.00 %),80080000,0
19,11/06/2013,,,8.10,8.10,8.00,8.00,,4110,0,3.77,-0.20 (-2.44 %),32890000,0
20,10/06/2013,,,8.30,8.60,8.20,8.20,,11930,0,3.86,-0.10 (-1.20 %),99811000,0
21,07/06/2013,,,8.10,8.30,8.10,8.30,,53580,0,3.91,0.40 (5.06 %),436200000,0
2,06/06/2013,,,8.20,8.20,7.90,7.90,,2030,0,3.72,-0.30 (-3.66 %),16537000,0
3,05/06/2013,,,8.00,8.20,8.00,8.20,,7010,0,3.86,0.20 (2.50 %),56082000,0
4,04/06/2013,,,8.00,8.00,8.00,8.00,,0,0,3.77,0.00 (0.00 %),0,0
5,03/06/2013,,,8.00,8.00,8.00,8.00,,2550,0,3.77,-0.20 (-2.44 %),20400000,0
6,31/05/2013,,,8.20,8.20,8.20,8.20,,15200,0,3.86,0.10 (1.23 %),124640000,0
7,30/05/2013,,,8.10,8.10,8.10,8.10,,1770,0,3.82,0.30 (3.85 %),14337000,0
8,29/05/2013,,,7.80,8.20,7.70,7.80,,8170,0,3.67,-0.20 (-2.50 %),62989000,0
9,28/05/2013,,,7.80,8.00,7.80,8.00,,1000,0,3.77,-0.10 (-1.23 %),7988000,0
10,27/05/2013,,,8.10,8.10,8.10,8.10,,1000,0,3.82,0.20 (2.53 %),8100000,0
11,24/05/2013,,,7.70,7.90,7.70,7.90,,7410,0,3.72,0.20 (2.60 %),57895000,0
12,23/05/2013,,,7.70,7.70,7.70,7.70,,0,0,3.63,0.00 (0.00 %),0,0
13,22/05/2013,,,7.80,7.90,7.70,7.70,,29470,0,3.63,0.10 (1.32 %),230704000,0
14,21/05/2013,,,8.00,8.00,7.60,7.60,,20360,0,3.58,-0.30 (-3.80 %),157845000,0
15,20/05/2013,,,8.00,8.00,7.90,7.90,,60,0,3.72,-0.10 (-1.25 %),479000,0
16,17/05/2013,,,8.00,8.00,8.00,8.00,,430,0,3.77,0.50 (6.67 %),3440000,0
17,16/05/2013,,,7.90,7.90,7.50,7.50,,29120,0,3.53,-0.30 (-3.85 %),222089000,0
18,15/05/2013,,,8.00,8.00,7.80,7.80,,96880,0,3.67,-0.50 (-6.02 %),756511000,0
19,14/05/2013,,,8.30,8.30,8.30,8.30,,10,0,3.91,-0.20 (-2.35 %),83000,0
20,13/05/2013,,,8.40,8.50,7.90,8.50,,140,0,4.00,0.30 (3.66 %),1147000,0
21,10/05/2013,,,8.30,8.40,8.20,8.20,,6050,0,3.86,-0.20 (-2.38 %),50710000,0
2,09/05/2013,,,8.20,8.40,8.20,8.40,,29640,0,3.96,0.30 (3.70 %),247376000,0
3,08/05/2013,,,8.10,8.10,8.10,8.10,,8220,0,3.82,0.00 (0.00 %),66582000,0
4,07/05/2013,,,8.20,8.20,8.10,8.10,,51980,0,3.82,-0.10 (-1.22 %),425493000,0
5,06/05/2013,,,8.40,8.40,8.10,8.20,,4880,0,3.86,-0.20 (-2.38 %),40035000,0
6,03/05/2013,,,8.50,8.50,8.40,8.40,,1010,0,3.96,-0.10 (-1.18 %),8584000,0
7,02/05/2013,,,8.10,8.50,8.00,8.50,,700,0,4.00,0.10 (1.19 %),5611000,0
8,26/04/2013,,,8.20,8.40,8.20,8.40,,870,0,3.96,-0.10 (-1.18 %),7208000,0
9,25/04/2013,,,8.50,8.50,8.50,8.50,,2470,0,4.00,0.40 (4.94 %),20995000,0
10,24/04/2013,,,8.10,8.20,8.10,8.10,,3030,0,3.82,-0.30 (-3.57 %),24544000,0
11,23/04/2013,,,8.40,8.40,8.40,8.40,,1510,0,3.96,-0.10 (-1.18 %),12684000,0
12,22/04/2013,,,8.70,8.70,8.50,8.50,,170,0,4.00,-0.30 (-3.41 %),1471000,0
13,18/04/2013,,,8.80,8.80,8.80,8.80,,10,0,4.14,0.30 (3.53 %),88000,0
14,17/04/2013,,,8.50,8.50,8.50,8.50,,50,0,4.00,0.30 (3.66 %),425000,0
15,16/04/2013,,,8.00,8.60,8.00,8.20,,3090,0,3.86,-0.20 (-2.38 %),25242000,0
16,15/04/2013,,,8.40,8.40,8.40,8.40,,10,0,3.96,-0.60 (-6.67 %),84000,0
17,12/04/2013,,,9.00,9.00,8.60,9.00,,4290,0,4.24,-0.10 (-1.10 %),36906000,0
18,11/04/2013,,,9.10,9.10,9.10,9.10,,10,0,4.29,-0.10 (-1.09 %),91000,0
19,10/04/2013,,,9.20,9.30,9.20,9.20,,20740,0,4.33,0.20 (2.22 %),190858000,0
20,09/04/2013,,,9.00,9.00,8.90,9.00,,3530,0,4.24,0.10 (1.12 %),31517000,0
21,08/04/2013,,,8.80,9.00,8.80,8.90,,28420,0,4.19,0.30 (3.49 %),252736000,0
2,05/04/2013,,,8.60,8.60,8.60,8.60,,80,0,4.05,0.40 (4.88 %),688000,0
3,04/04/2013,,,8.20,8.20,8.20,8.20,,30,0,3.86,-0.50 (-5.75 %),246000,0
4,03/04/2013,,,8.70,8.70,8.70,8.70,,20,0,4.10,0.20 (2.35 %),174000,0
5,02/04/2013,,,8.60,8.60,8.50,8.50,,1030,0,4.00,0.40 (4.94 %),8855000,0
6,01/04/2013,,,8.50,8.50,8.10,8.10,,20,0,3.82,0.10 (1.25 %),166000,0
7,29/03/2013,,,8.50,8.50,8.00,8.00,,1830,0,3.77,-0.50 (-5.88 %),15450000,0
8,28/03/2013,,,8.30,8.50,8.30,8.50,,1320,0,4.00,0.20 (2.41 %),10964000,0
